val_loss,val_auc,epoch,step,train_loss,train_auc,test_auc
0.4827830195426941,0.8524543046951294,61,14569,,,
,,61,14569,0.4968981444835663,0.8427919149398804,
0.476256400346756,0.8585084676742554,62,14804,,,
,,62,14804,0.49564608931541443,0.8437554240226746,
0.4814375340938568,0.856239914894104,63,15039,,,
,,63,15039,0.4939088821411133,0.8455095291137695,
0.47544634342193604,0.8589729070663452,64,15274,,,
,,64,15274,0.4922170341014862,0.8457351922988892,
0.4704532027244568,0.8608397245407104,65,15509,,,
,,65,15509,0.49375152587890625,0.8464558124542236,
0.4840008318424225,0.8597115278244019,66,15744,,,
,,66,15744,0.48954343795776367,0.8469045758247375,
0.48209312558174133,0.8601159453392029,67,15979,,,
,,67,15979,0.4945746958255768,0.8454513549804688,
0.4788214862346649,0.860288143157959,68,16214,,,
,,68,16214,0.49059781432151794,0.8465064764022827,
0.47946804761886597,0.8597183227539062,69,16449,,,
,,69,16449,0.49155887961387634,0.8472490310668945,
0.4823271334171295,0.8588364124298096,70,16684,,,
,,70,16684,0.49266254901885986,0.8460053205490112,
0.4717397093772888,0.860305905342102,71,16919,,,
,,71,16919,0.4907027781009674,0.8481725454330444,
0.48310258984565735,0.8598518371582031,72,17154,,,
,,72,17154,0.49273908138275146,0.8463029861450195,
0.4725395739078522,0.8598780035972595,73,17389,,,
,,73,17389,0.4912075996398926,0.8476885557174683,
0.4724651873111725,0.8610316514968872,74,17624,,,
,,74,17624,0.4913049042224884,0.848290741443634,
0.4711599349975586,0.8609825968742371,75,17859,,,
,,75,17859,0.48987260460853577,0.8487385511398315,
0.4695872962474823,0.86100172996521,76,18094,,,
,,76,18094,0.4873773157596588,0.8495919704437256,
0.47228801250457764,0.8604958057403564,77,18329,,,
,,77,18329,0.4862109124660492,0.850317120552063,
0.4854075312614441,0.8619463443756104,78,18564,,,
,,78,18564,0.4874300956726074,0.8497312068939209,
0.4719208776950836,0.8616337776184082,79,18799,,,
,,79,18799,0.48827964067459106,0.849422037601471,
0.47327741980552673,0.8609781861305237,80,19034,,,
,,80,19034,0.4877745807170868,0.8499352335929871,
0.4730489253997803,0.860148549079895,81,19269,,,
,,81,19269,0.4876439571380615,0.8499979972839355,
0.471373051404953,0.860627293586731,82,19504,,,
,,82,19504,0.4873645603656769,0.8505328893661499,
0.4703516960144043,0.8613280057907104,83,19739,,,
,,83,19739,0.484976589679718,0.85174560546875,
0.4714454412460327,0.861605167388916,84,19974,,,
,,84,19974,0.48471638560295105,0.8525405526161194,
0.47289562225341797,0.8611466288566589,85,20209,,,
,,85,20209,0.4837192893028259,0.8528028726577759,
0.46996641159057617,0.8624304533004761,86,20444,,,
,,86,20444,0.4849773645401001,0.8520584106445312,
0.46914517879486084,0.8616315126419067,87,20679,,,
,,87,20679,0.4839513301849365,0.8525981903076172,
0.47087496519088745,0.8616056442260742,88,20914,,,
,,88,20914,0.4851818084716797,0.8524947166442871,
0.46987515687942505,0.8619785308837891,89,21149,,,
,,89,21149,0.482890784740448,0.8534599542617798,
0.4699529707431793,0.8620772361755371,90,21384,,,
,,90,21384,0.48278146982192993,0.8539199233055115,
0.46984052658081055,0.8621395230293274,91,21619,,,
,,91,21619,0.4830010235309601,0.8541975021362305,
0.47372180223464966,0.8622627258300781,92,21854,,,
,,92,21854,0.48080307245254517,0.8542450666427612,
0.4694341719150543,0.8624794483184814,93,22089,,,
,,93,22089,0.48184671998023987,0.8547096252441406,
0.4696839153766632,0.8624641299247742,94,22324,,,
,,94,22324,0.4822544753551483,0.8543576002120972,
0.47031325101852417,0.8623641729354858,95,22559,,,
,,95,22559,0.4827973246574402,0.8538239002227783,
0.4704984426498413,0.8624297380447388,96,22794,,,
,,96,22794,0.48352479934692383,0.8540404438972473,
0.4697108268737793,0.8624507784843445,97,23029,,,
,,97,23029,0.48098742961883545,0.8548677563667297,
0.46982046961784363,0.8624290227890015,98,23264,,,
,,98,23264,0.48053357005119324,0.8549118041992188,
0.46982115507125854,0.8624293208122253,99,23499,,,
,,99,23499,0.4818263053894043,0.8542823195457458,
,,100,23500,,,0.8624292612075806
,,100,23500,,,0.8603084087371826
,,100,23500,,,0.8624292612075806
,,100,23500,,,0.8603084087371826
